n features,dimensions,c,iterations
100,2,0.4,5
100,2,0.4,3
100,2,0.4,30
100,2,0.4,4
100,2,0.4,208
100,2,0.4,3
100,2,0.4,390
100,2,0.4,63
100,2,0.4,12
100,2,0.4,4406
100,2,0.4,234
100,2,0.4,44
100,2,0.4,25
100,2,0.4,1888
100,2,0.4,151
100,2,0.4,12
100,2,0.4,4
100,2,0.4,98
100,2,0.4,642
100,2,0.4,3
100,2,0.4,568
100,2,0.4,68
100,2,0.4,19
100,2,0.4,26
100,2,0.4,173
100,2,0.4,55
100,2,0.4,63
100,2,0.4,855
100,2,0.4,1269
100,2,0.4,403
100,2,0.4,33
100,2,0.4,176
100,2,0.4,34
100,2,0.4,57
100,2,0.4,24
100,2,0.4,12
100,2,0.4,29
100,2,0.4,17
100,2,0.4,50
100,2,0.4,44
100,2,0.4,410
100,2,0.4,14
100,2,0.4,26
100,2,0.4,51
100,2,0.4,74
100,2,0.4,306
100,2,0.4,22
100,2,0.4,302
100,2,0.4,38
100,2,0.4,563
100,2,0.4,7
100,2,0.4,42
100,2,0.4,9
100,2,0.4,7
100,2,0.4,32
100,2,0.4,386
100,2,0.4,5597
100,2,0.4,3
100,2,0.4,5
100,2,0.4,463
100,2,0.4,12
100,2,0.4,5
100,2,0.4,29
100,2,0.4,4
100,2,0.4,4
100,2,0.4,84
100,2,0.4,4
